ID,ACCESSION,NAME,TAXONOMY,ORIGIN,AMYLOSE,KERNEL LENGTH/WIDTH RATIO,LENGTH OF KERNEL,SALT TOLERANCE,WIDTH OF KERNEL,LEAF BLADE COLOR,PLANT HEIGHT 1
1741078,GSOR 310163,'YABANI MONTAKHAB 7',Oryza sativa L.,"Al Jīzah, Egypt",0,0,5.4,0,0,0,0
1741079,GSOR 310164,C1-6-5-3,Oryza sativa L.,"Morelos, Mexico",0,0,5.8,0,0,0,0
1741080,GSOR 310165,C6-116-5-3,Oryza sativa L.,"Morelos, Mexico",0,0,7.4,0,0,0,0
1741081,GSOR 310166,C6-146-4-1,Oryza sativa L.,"Morelos, Mexico",0,0,6.6,0,0,0,0
1741082,GSOR 310167,C6-221-4-4,Oryza sativa L.,"Morelos, Mexico",0,0,6,0,0,0,0
1741083,GSOR 310168,Murasaki Daikoku,Oryza sativa L.,"Tiba, Japan",0,0,5.1,0,0,0,0
1741084,GSOR 310169,Desvauxii,Oryza sativa L.,"Former, Soviet Union",0,0,5.8,0,0,0,0
1741085,GSOR 310170,Dunganica,Oryza sativa L.,"Former, Soviet Union",0,0,5.4,0,0,0,0
1741086,GSOR 310171,Italica Alef,Oryza sativa L.,"Former, Soviet Union",0,0,6.1,0,0,0,0
1741087,GSOR 310172,'NABATAT ASMAR',Oryza sativa L.,"Al Jīzah, Egypt",0,0,6.4,0,0,0,0
1741088,GSOR 310173,'LOMELLO',Oryza sativa L.,Italy,0,0,6.6,0,0,0,0
1741089,GSOR 310174,'GIZA 35',Oryza sativa L.,"Al Jīzah, Egypt",0,0,6.6,0,0,0,0
1741090,GSOR 310175,'YAMANI SEL M.A.',Oryza sativa L.,"Santa Fe, Argentina",0,0,5.5,0,0,0,0
1741091,GSOR 310176,IRRI-IRGC-10545,Oryza sativa L.,Taiwan,0,0,5.5,0,0,0,0
1741092,GSOR 310177,AP 439,Oryza sativa L.,Venezuela,0,0,7.6,0,0,0,0
1741093,GSOR 310178,583,Oryza sativa L.,"Guayas, Ecuador",0,0,7.4,0,0,0,0
1741094,GSOR 310179,Aguja,Oryza sativa L.,Bolivia,0,0,7.8,0,0,0,0
1741095,GSOR 310180,Cola de Burro,Oryza sativa L.,Bolivia,0,0,5,0,0,0,0
1741096,GSOR 310181,Mojito Colorado,Oryza sativa L.,Bolivia,0,0,4.7,0,0,0,0
1741097,GSOR 310182,Noventa Dias Blanco,Oryza sativa L.,Bolivia,0,0,5.8,0,0,0,0
1741098,GSOR 310183,Noventa Dias Colorado,Oryza sativa L.,Bolivia,0,0,5.9,0,0,0,0
1741099,GSOR 310184,Palo Morado,Oryza sativa L.,Bolivia,0,0,5.4,0,0,0,0
1741100,GSOR 310185,Pico de Pato,Oryza sativa L.,Bolivia,0,0,7,0,0,0,0
1741101,GSOR 310186,Dima,Oryza sativa L.,"Cienfuegos, Cuba",0,0,6.8,0,0,0,0
1741102,GSOR 310187,48,Oryza sativa L.,"Cienfuegos, Cuba",0,0,7.8,0,0,0,0
1741103,GSOR 310188,Catibao Dourado,Oryza sativa L.,Costa Rica,0,0,7.4,0,0,0,0
1741104,GSOR 310189,Dourado Aguilia,Oryza sativa L.,Costa Rica,0,0,7.5,0,0,0,0
1741105,GSOR 310190,WC 3513,Oryza sativa L.,Costa Rica,0,0,7.7,0,0,0,0
1741106,GSOR 310191,Cuba 65,Oryza sativa L.,Cuba,0,0,7.9,0,0,0,0
1741107,GSOR 310192,R 82,Oryza sativa L.,"Piemonte, Italy",0,0,7.6,0,0,0,0
1741108,GSOR 310193,Milketan 20,Oryza sativa L.,"Luzon, Philippines",0,0,7,0,0,0,0
1741109,GSOR 310194,WC 4430,Oryza sativa L.,Costa Rica,0,0,8.4,0,0,0,0
1741110,GSOR 310195,Nickerie 19,Oryza sativa L.,Suriname,0,0,9.1,0,0,0,0
1741111,GSOR 310196,81B/25,Oryza sativa L.,Suriname,0,0,7.4,0,0,0,0
1741112,GSOR 310197,140-4-1-2-5,Oryza sativa L.,Suriname,0,0,9,0,0,0,0
1741113,GSOR 310198,K12 C/48,Oryza sativa L.,Suriname,0,0,8,0,0,0,0
1741114,GSOR 310199,K12 C/53,Oryza sativa L.,Suriname,0,0,7.3,0,0,0,0
1741115,GSOR 310200,Chin Chin,Oryza sativa L.,Panama,0,0,7.4,0,0,0,0
1741116,GSOR 310201,WC 1909,Oryza sativa L.,Japan,0,0,7.4,0,0,0,0
1741117,GSOR 310202,Campesino,Oryza sativa L.,"Aragua, Venezuela",0,0,7,0,0,0,0
1741118,GSOR 310203,Italica Agostano,Oryza sativa L.,"Lubelskie, Poland",0,0,6.6,0,0,0,0
1741119,GSOR 310204,Italica Carolina,Oryza sativa L.,"Lubelskie, Poland",0,0,6.4,0,0,0,0
1741120,GSOR 310205,Italica M1,Oryza sativa L.,"Lubelskie, Poland",0,0,6.3,0,0,0,0
1741121,GSOR 310206,Italica Oobie,Oryza sativa L.,"Lubelskie, Poland",0,0,5.4,0,0,0,0
1741122,GSOR 310207,Erythroceros Hokkaido,Oryza sativa L.,"Lubelskie, Poland",0,0,5.8,0,0,0,0
1741123,GSOR 310208,Zerawchanica Karatalski,Oryza sativa L.,"Lubelskie, Poland",0,0,5.6,0,0,0,0
1741124,GSOR 310209,'KUBANSKIJ 140',Oryza sativa L.,"Krasnodar, Russian Federation",0,0,6.4,0,0,0,0
1741125,GSOR 310210,'KRASNODARSKIJ 424',Oryza sativa L.,"Krasnodar, Russian Federation",0,0,5.5,0,0,0,0
1741126,GSOR 310211,Pergonil 15,Oryza sativa L.,Portugal,0,0,5.3,0,0,0,0
1741127,GSOR 310212,Girba Jowal,Oryza sativa L.,"North-West Frontier, Pakistan",0,0,5.6,0,0,0,0
1741128,GSOR 310213,Alvario,Oryza sativa L.,Portugal,0,0,8.1,0,0,0,0
1741129,GSOR 310214,Campino,Oryza sativa L.,Portugal,0,0,6.7,0,0,0,0
1741130,GSOR 310215,44,Oryza sativa L.,Guyana,0,0,5.3,0,0,0,0
1741131,GSOR 310216,SML 242,Oryza sativa L.,Suriname,0,0,6.4,0,0,0,0
1741132,GSOR 310217,Laat,Oryza sativa L.,Suriname,0,0,5.9,0,0,0,0
1741133,GSOR 310218,SC 70,Oryza sativa L.,Tanzania,0,0,7.8,0,0,0,0
1741134,GSOR 310219,Red Khosha Cerma,Oryza sativa L.,Afghanistan,0,0,7.3,0,0,0,0
1741135,GSOR 310220,Safut Khosha,Oryza sativa L.,Afghanistan,0,0,6.1,0,0,0,0
1741136,GSOR 310221,Carola,Oryza sativa L.,"Île-de-France, France",0,0,6.2,0,0,0,0
1741137,GSOR 310222,'BARAGGIA',Oryza sativa L.,"Piemonte, Italy",0,0,6,0,0,0,0
1741138,GSOR 310223,'MONTICELLI',Oryza sativa L.,"Lazio, Italy",0,0,6,0,0,0,0
1741139,GSOR 310224,WC 2493,Oryza sativa L.,"Piemonte, Italy",0,0,7.1,0,0,0,0
1741140,GSOR 310225,'STIRPE 82 CHIAPPELLI',Oryza sativa L.,"Piemonte, Italy",0,0,7.9,0,0,0,0
1741141,GSOR 310226,'NORIN 11',Oryza sativa L.,"Hokkaidô, Japan",0,0,4.7,0,0,0,0
1741142,GSOR 310227,Fanny,Oryza sativa L.,"Occitanie, France",0,0,6.3,0,0,0,0
1741143,GSOR 310228,2,Oryza sativa L.,Chile,0,0,6.8,0,0,0,0
1741144,GSOR 310229,4,Oryza sativa L.,Chile,0,0,6.6,0,0,0,0
1741145,GSOR 310230,Kam Bau Ngan,Oryza sativa L.,Hong Kong,0,0,6.4,0,0,0,0
1741146,GSOR 310231,Lo Shu Ngar,Oryza sativa L.,Hong Kong,0,0,5.9,0,0,0,0
1741147,GSOR 310232,Arpa Shali,Oryza sativa L.,0,0,0,6.4,0,0,0,0
1741148,GSOR 310233,'BULGAR TAJFAJTA',Oryza sativa L.,Bulgaria,0,0,6.4,0,0,0,0
1741149,GSOR 310234,'PRECOCE ALLORIO',Oryza sativa L.,"Békés, Hungary",0,0,6.7,0,0,0,0
1741150,GSOR 310235,'UZ ROSZ 5',Oryza sativa L.,Uzbekistan,0,0,5.4,0,0,0,0
1741151,GSOR 310236,'UZ ROSZ 269',Oryza sativa L.,Uzbekistan,0,0,5.8,0,0,0,0
1741152,GSOR 310237,Jappein Tunkungo,Oryza sativa L.,Senegal,0,0,6.6,0,0,0,0
1741153,GSOR 310238,R 75,Oryza sativa L.,Senegal,0,0,7.6,0,0,0,0
1741154,GSOR 310239,Iguape Cateto,Oryza sativa L.,Senegal,0,0,7,0,0,0,0
1741155,GSOR 310240,'TAICHUNG 33',Oryza sativa L.,Taiwan,0,0,6.4,0,0,0,0
1741156,GSOR 310241,'UZ ROSZ M38',Oryza sativa L.,Uzbekistan,0,0,5.8,0,0,0,0
1741157,GSOR 310242,Kirman,Oryza sativa L.,"Pest, Hungary",0,0,5.1,0,0,0,0
1741158,GSOR 310243,Italica Livorno,Oryza sativa L.,"Pest, Hungary",0,0,6.5,0,0,0,0
1741159,GSOR 310244,Cin Szen No. 5,Oryza sativa L.,"Pest, Hungary",0,0,5.1,0,0,0,0
1741160,GSOR 310245,Tscchan Tzun Uman,Oryza sativa L.,"Pest, Hungary",0,0,6,0,0,0,0
1741161,GSOR 310246,Gun Lu,Oryza sativa L.,"Pest, Hungary",0,0,6.3,0,0,0,0
1741162,GSOR 310247,Romanica,Oryza sativa L.,"Pest, Hungary",0,0,6.4,0,0,0,0
1741163,GSOR 310248,'PEMBE 62',Oryza sativa L.,"Pest, Hungary",0,0,6,0,0,0,0
1741164,GSOR 310249,P 6 Africana,Oryza sativa L.,"Pest, Hungary",0,0,6.6,0,0,0,0
1741165,GSOR 310250,'MUTSU HIKARI',Oryza sativa L.,"Aomori, Japan",0,0,4.9,0,0,0,0
1741166,GSOR 310251,'FUKU SUKE',Oryza sativa L.,"Hukui, Japan",0,0,5.3,0,0,0,0
1741167,GSOR 310252,'PANBIRA',Oryza sativa L.,Bangladesh,0,0,5.5,0,0,0,0
1741168,GSOR 310253,'TAIPEI WOO CO',Oryza sativa L.,Taiwan,0,0,5.8,0,0,0,0
1741169,GSOR 310254,Ambar,Oryza sativa L.,Iraq,0,0,6.3,0,0,0,0
1741170,GSOR 310255,'GHRAIBA',Oryza sativa L.,Iraq,0,0,5.9,0,0,0,0
1741171,GSOR 310256,Rexora,Oryza sativa L.,Mozambique,0,0,6.4,0,0,0,0
1741172,GSOR 310257,Til,Oryza sativa L.,Mozambique,0,0,7.3,0,0,0,0
1741173,GSOR 310258,XB-6,Oryza sativa L.,"New South Wales, Australia",0,0,7.7,0,0,0,0
1741174,GSOR 310259,WC 4419,Oryza sativa L.,Honduras,0,0,7.5,0,0,0,0
1741175,GSOR 310260,2-1-2-3-1,Oryza sativa L.,"New South Wales, Australia",0,0,7.2,0,0,0,0
1741176,GSOR 310261,1-7-1-1-3,Oryza sativa L.,"New South Wales, Australia",0,0,7.5,0,0,0,0
1741177,GSOR 310262,I Geo Tze,Oryza sativa L.,Taiwan,0,0,5.5,0,0,0,0
1741178,GSOR 310263,138-1-1,Oryza sativa L.,"Biobío, Chile",0,0,7.6,0,0,0,0
1741179,GSOR 310264,Nilo 47,Oryza sativa L.,El Salvador,0,0,7.7,0,0,0,0
1741180,GSOR 310265,Nilo 48A,Oryza sativa L.,El Salvador,0,0,7.6,0,0,0,0
1741181,GSOR 310266,45-5-6,Oryza sativa L.,El Salvador,0,0,9.7,0,0,0,0
1741182,GSOR 310267,45-5-17,Oryza sativa L.,El Salvador,0,0,9.5,0,0,0,0
1741183,GSOR 310268,45-5-18,Oryza sativa L.,El Salvador,0,0,10,0,0,0,0
1741184,GSOR 310269,'JUMA 1',Oryza sativa L.,Dominican Republic,0,0,7.1,0,0,0,0
1741185,GSOR 310270,1300,Oryza sativa L.,Madagascar,0,0,5.4,0,0,0,0
1741186,GSOR 310271,'CHUGOKU 31',Oryza sativa L.,"Hirosima, Japan",0,0,5.7,0,0,0,0
1741187,GSOR 310272,Mo. V65-S93,Oryza sativa L.,"Ciudad de México, Mexico",0,0,7.7,0,0,0,0
1741188,GSOR 310273,Hassawi,Oryza sativa L.,Saudi Arabia,0,0,6,0,0,0,0
1741189,GSOR 310274,IR 334-17-1-3-1,Oryza sativa L.,"Luzon, Philippines",0,0,6.1,0,0,0,0
1741190,GSOR 310275,IR 154-123-1-1-1,Oryza sativa L.,"Luzon, Philippines",0,0,6.1,0,0,0,0
1741191,GSOR 310276,Khao Khao,Oryza sativa L.,Thailand,0,0,6.9,0,0,0,0
1741192,GSOR 310277,Yongkwang,Oryza sativa L.,"Korea, South",0,0,5.6,0,0,0,0
1741193,GSOR 310278,Amber 33,Oryza sativa L.,Iraq,0,0,7.1,0,0,0,0
1741194,GSOR 310279,'NAYIMA 45',Oryza sativa L.,Iraq,0,0,6,0,0,0,0
1741195,GSOR 310280,'SUWON 82',Oryza sativa L.,"Kyonggi, Korea, South",0,0,5.2,0,0,0,0
1741196,GSOR 310281,Triomphe du Maroc,Oryza sativa L.,Morocco,0,0,5.5,0,0,0,0
1741197,GSOR 310282,68-2,Oryza sativa L.,"Occitanie, France",0,0,6,0,0,0,0
1741198,GSOR 310283,IR 151-P136-2-3,Oryza sativa L.,"Luzon, Philippines",0,0,6.5,0,0,0,0
1741199,GSOR 310284,IR 293-6-2-1,Oryza sativa L.,"Luzon, Philippines",0,0,6.5,0,0,0,0
1741200,GSOR 310285,IR 532-1-47,Oryza sativa L.,"Luzon, Philippines",0,0,6,0,0,0,0
1741201,GSOR 310286,'KULU',Oryza sativa L.,Australia,0,0,7.7,0,0,0,0
1741202,GSOR 310287,392-12-8-4,Oryza sativa L.,"Valenciana, Comunidad, Spain",0,0,5.7,0,0,0,0
1741203,GSOR 310288,Dosel,Oryza sativa L.,"Valenciana, Comunidad, Spain",0,0,6.2,0,0,0,0
1741204,GSOR 310289,'DH-1',Oryza sativa L.,"Valenciana, Comunidad, Spain",0,0,5.7,0,0,0,0
1741205,GSOR 310290,22-5-12-11,Oryza sativa L.,"Valenciana, Comunidad, Spain",0,0,5.9,0,0,0,0
1741206,GSOR 310291,Peladilla,Oryza sativa L.,"Valenciana, Comunidad, Spain",0,0,5.8,0,0,0,0
1741207,GSOR 310292,'SHUHO',Oryza sativa L.,"Aiti, Japan",0,0,5.1,0,0,0,0
1741208,GSOR 310293,'WOMBAT',Oryza sativa L.,Australia,0,0,6.7,0,0,0,0
1741209,GSOR 310294,IR 583-14-3-3-1,Oryza sativa L.,"Luzon, Philippines",0,0,6,0,0,0,0
1741210,GSOR 310295,'ALLORIO LAMBDA',Oryza sativa L.,France,0,0,6.3,0,0,0,0
1741211,GSOR 310296,50770,Oryza sativa L.,Guyana,0,0,7.3,0,0,0,0
1741212,GSOR 310297,50778,Oryza sativa L.,Guyana,0,0,7.6,0,0,0,0
1741213,GSOR 310298,51779,Oryza sativa L.,Guyana,0,0,7.3,0,0,0,0
1741214,GSOR 310299,'ALDEBARAN AG 1',Oryza sativa L.,Argentina,0,0,7.7,0,0,0,0
1741215,GSOR 310300,'BLUE ROSE SEL M.A.',Oryza sativa L.,Argentina,0,0,6.8,0,0,0,0
1741216,GSOR 310301,H57-3-1,Oryza sativa L.,"Buenos Aires, Argentina",0,0,7.7,0,0,0,0
1741217,GSOR 310302,H62-3-1,Oryza sativa L.,"Buenos Aires, Argentina",0,0,7,0,0,0,0
1741218,GSOR 310303,H71-11-1,Oryza sativa L.,"Buenos Aires, Argentina",0,0,7.2,0,0,0,0
1741219,GSOR 310304,H73-8-1,Oryza sativa L.,"Buenos Aires, Argentina",0,0,7.6,0,0,0,0
1741220,GSOR 310305,H74-2-1,Oryza sativa L.,"Buenos Aires, Argentina",0,0,5,0,0,0,0
1741221,GSOR 310306,'VILKID ZIRE',Oryza sativa L.,Azerbaijan,0,0,6,0,0,0,0
1741222,GSOR 310307,IR 510-15-1-1-2-1,Oryza sativa L.,"Luzon, Philippines",0,0,6.5,0,0,0,0
1741223,GSOR 310308,'UZ ROS 269',Oryza sativa L.,Uzbekistan,0,0,5.9,0,0,0,0
1741224,GSOR 310309,'AZ ROS 637',Oryza sativa L.,Azerbaijan,0,0,5.8,0,0,0,0
1741225,GSOR 310310,'SADRI MASALINSKIJ',Oryza sativa L.,Azerbaijan,0,0,6.5,0,0,0,0
1741226,GSOR 310311,Biser 1,Oryza sativa L.,"Sofia, Bulgaria",0,0,6,0,0,0,0
1741227,GSOR 310312,Carina,Oryza sativa L.,"Sofia, Bulgaria",0,0,6.4,0,0,0,0
1741228,GSOR 310313,Iskra,Oryza sativa L.,"Sofia, Bulgaria",0,0,5.7,0,0,0,0
1741229,GSOR 310314,Plovdiv,Oryza sativa L.,"Sofia, Bulgaria",0,0,6,0,0,0,0
1741230,GSOR 310315,Slava,Oryza sativa L.,"Sofia, Bulgaria",0,0,7.1,0,0,0,0
1741231,GSOR 310316,ARC 10299,Oryza sativa L.,"Meghalaya, India",0,0,5.5,0,0,0,0
1741232,GSOR 310317,WC 5563,Oryza sativa L.,"Assam, India",0,0,5,0,0,0,0
1741233,GSOR 310318,WC 5580,Oryza sativa L.,"Assam, India",0,0,7.3,0,0,0,0
1741234,GSOR 310319,BC5-55,Oryza sativa L.,"Andhra Pradesh, India",0,0,6.4,0,0,0,0
1741235,GSOR 310320,'CENTURY PATNA 231',Oryza sativa L.,"Texas, United States",0,0,7.2,0,0,0,0
1741236,GSOR 310321,Bankoram,Oryza glaberrima Steud.,"Ashanti, Ghana",0,0,6.9,0,0,0,0
1741237,GSOR 310322,Pinde Gogo Wierie,Oryza sativa L.,Suriname,0,0,6.3,0,0,0,0
1741238,GSOR 310323,P881-12-4-B,Oryza sativa L.,"Valle del Cauca, Colombia",0,0,7.1,0,0,0,0
1741239,GSOR 310324,P855-B-3-B,Oryza sativa L.,"Valle del Cauca, Colombia",0,0,7.8,0,0,0,0
1741240,GSOR 310325,2-43-3,Oryza sativa L.,Iran,0,0,7.4,0,0,0,0
1741241,GSOR 310326,IR 1103-15-8-5-3-3-3,Oryza sativa L.,"Luzon, Philippines",0,0,6.3,0,0,0,0
1741242,GSOR 310327,52/16-0-2,Oryza sativa L.,Papua New Guinea,0,0,6.3,0,0,0,0
1741243,GSOR 310328,E 425,Oryza sativa L.,Senegal,0,0,7.4,0,0,0,0
1741244,GSOR 310329,WC 10245,Oryza sativa L.,Senegal,0,0,5.9,0,0,0,0
1741245,GSOR 310330,Qiparat,Oryza sativa L.,"Luzon, Philippines",0,0,7.2,0,0,0,0
1741246,GSOR 310331,Agbede,Oryza sativa L.,Nigeria,0,0,7.2,0,0,0,0
1741247,GSOR 310332,Tchibanga,Oryza sativa L.,Gabon,0,0,5.8,0,0,0,0
1741248,GSOR 310333,Bungara,Oryza sativa L.,Rwanda,0,0,7.2,0,0,0,0
1741249,GSOR 310334,'TONO BREA ENANO 5',Oryza sativa L.,Dominican Republic,0,0,7.5,0,0,0,0
1741250,GSOR 310335,Sika,Oryza sativa L.,Cameroon,0,0,6.5,0,0,0,0
1741251,GSOR 310336,Chao Puak Deng,Oryza sativa L.,Laos,0,0,7.2,0,0,0,0
1741252,GSOR 310337,Khao Phoi,Oryza sativa L.,Laos,0,0,6.8,0,0,0,0
1741253,GSOR 310338,Khao Luang,Oryza sativa L.,Laos,0,0,7.5,0,0,0,0
1741254,GSOR 310339,Kh. Mack Ko,Oryza sativa L.,Laos,0,0,6.4,0,0,0,0
1741255,GSOR 310340,Chao Hay b,Oryza sativa L.,Laos,0,0,6.9,0,0,0,0
1741256,GSOR 310341,Khao Hao,Oryza sativa L.,Laos,0,0,6.3,0,0,0,0
1741257,GSOR 310342,'NIQUEN',Oryza sativa L.,"Biobío, Chile",0,0,6.4,0,0,0,0
1741258,GSOR 310343,Deng Mak Tek,Oryza sativa L.,Laos,0,0,7.5,0,0,0,0
1741259,GSOR 310344,Chao Khao,Oryza sativa L.,Laos,0,0,7.1,0,0,0,0
1741260,GSOR 310345,J.P. 5,Oryza sativa L.,Australia,0,0,5.3,0,0,0,0
1741261,GSOR 310346,Bakukut,Oryza sativa L.,Malaysia,0,0,6.1,0,0,0,0
1741262,GSOR 310347,Kandioya,Oryza sativa L.,Malaysia,0,0,6.3,0,0,0,0
1741263,GSOR 310348,C 8429,Oryza sativa L.,Papua New Guinea,0,0,6.8,0,0,0,0
1741264,GSOR 310349,C 8432,Oryza sativa L.,Papua New Guinea,0,0,7.4,0,0,0,0
1741265,GSOR 310350,C 8435,Oryza sativa L.,Papua New Guinea,0,0,7.1,0,0,0,0
1741266,GSOR 310351,Warrangal Culture 1252,Oryza sativa L.,India,0,0,6.2,0,0,0,0
1741267,GSOR 310352,Padi Bangka,Oryza sativa L.,Malaysia,0,0,6.1,0,0,0,0
1741268,GSOR 310353,Goh Chi Sai,Oryza sativa L.,Malaysia,0,0,6.2,0,0,0,0
1741269,GSOR 310354,Padi Pohon Batu,Oryza sativa L.,Malaysia,0,0,6.9,0,0,0,0
1741270,GSOR 310355,Padi Thinop,Oryza sativa L.,Malaysia,0,0,6.5,0,0,0,0
1741271,GSOR 310356,Padi Amur,Oryza sativa L.,Malaysia,0,0,5.8,0,0,0,0
1741272,GSOR 310357,Besudi Long-Grain,Oryza sativa L.,Afghanistan,0,0,7.5,0,0,0,0
1741273,GSOR 310358,Lawangeen,Oryza sativa L.,"Kunduz, Afghanistan",0,0,7.6,0,0,0,0
1741274,GSOR 310359,Maien Garm,Oryza sativa L.,"Kunduz, Afghanistan",0,0,6.8,0,0,0,0
1741275,GSOR 310360,'KAKAI 203',Oryza sativa L.,"Pest, Hungary",0,0,6.8,0,0,0,0
1741276,GSOR 310361,SDS-7,Oryza sativa L.,"Pest, Hungary",0,0,6.6,0,0,0,0
1741277,GSOR 310362,IR 1614-168-2-2,Oryza sativa L.,"Luzon, Philippines",0,0,7.5,0,0,0,0
1741278,GSOR 310363,P773-44-3-1,Oryza sativa L.,"Valle del Cauca, Colombia",0,0,6.9,0,0,0,0
1741279,GSOR 310364,Purple Puttu,Oryza sativa L.,"Tamil Nadu, India",0,0,4.6,0,0,0,0
1741280,GSOR 310365,Nauta,Oryza sativa L.,"Loreto, Peru",0,0,7.1,0,0,0,0
1741281,GSOR 310366,P726-287-2-1,Oryza sativa L.,"Valle del Cauca, Colombia",0,0,6.7,0,0,0,0
1741282,GSOR 310367,P 738-97-3-1,Oryza sativa L.,"Valle del Cauca, Colombia",0,0,7.3,0,0,0,0
1741283,GSOR 310368,P 761-40-2-1,Oryza sativa L.,"Valle del Cauca, Colombia",0,0,7,0,0,0,0
1741284,GSOR 310369,Usen,Oryza sativa L.,Kenya,0,0,5.8,0,0,0,0
1741285,GSOR 310370,Sundensis,Oryza sativa L.,Kazakhstan,0,0,7.1,0,0,0,0
1741286,GSOR 310371,'JAYA',Oryza sativa L.,India,0,0,6.9,0,0,0,0
1741287,GSOR 310372,RD-1,Oryza sativa L.,Thailand,0,0,7.1,0,0,0,0
1741288,GSOR 310373,Basmati Sufaid,Oryza sativa L.,"Punjab, Pakistan",0,0,7.5,0,0,0,0
1741289,GSOR 310374,Basmati,Oryza sativa L.,"Punjab, Pakistan",0,0,6.9,0,0,0,0
1741290,GSOR 310375,B35,Oryza sativa L.,"Punjab, Pakistan",0,0,6.7,0,0,0,0
1741291,GSOR 310376,Dhan Sufaid,Oryza sativa L.,"Punjab, Pakistan",0,0,6.2,0,0,0,0
1741292,GSOR 310377,Jhona,Oryza sativa L.,"Punjab, Pakistan",0,0,6.2,0,0,0,0
1741293,GSOR 310378,IRRI-IRGC-28442,Oryza sativa L.,"Punjab, Pakistan",0,0,6.9,0,0,0,0
1741294,GSOR 310379,Dhan Baggi,Oryza sativa L.,"Punjab, Pakistan",0,0,6.6,0,0,0,0
1741295,GSOR 310380,IRRI-IRGC-28402,Oryza sativa L.,"Himachal Pradesh, India",0,0,6.7,0,0,0,0
1741296,GSOR 310381,NC 1/536,Oryza sativa L.,"Punjab, Pakistan",0,0,6.2,0,0,0,0
1741297,GSOR 310382,Ratua Red Nehri,Oryza sativa L.,"Punjab, Pakistan",0,0,6.2,0,0,0,0
1741298,GSOR 310383,Ratua,Oryza sativa L.,"Punjab, Pakistan",0,0,6.5,0,0,0,0
1741299,GSOR 310384,Saunfi Sarian,Oryza sativa L.,"Punjab, Pakistan",0,0,7,0,0,0,0
1741300,GSOR 310385,Ponta Rubra,Oryza sativa L.,Portugal,0,0,6.2,0,0,0,0
1741301,GSOR 310386,Chagas 4,Oryza sativa L.,"Rio Grande do Sul, Brazil",0,0,7.2,0,0,0,0
1741302,GSOR 310387,Ban To,Oryza sativa L.,Japan,0,0,5.4,0,0,0,0
1741303,GSOR 310388,Palman,Oryza sativa L.,India,0,0,7.4,0,0,0,0
1741304,GSOR 310389,Won Son Zo,Oryza sativa L.,"Korea, South",0,0,5.3,0,0,0,0
1741305,GSOR 310390,GPNO 19314,Oryza sativa L.,"Rio Grande do Sul, Brazil",0,0,6.6,0,0,0,0
1741306,GSOR 310391,Assaw,Oryza sativa L.,"Sichuan Sheng, China",0,0,6,0,0,0,0
1741307,GSOR 310392,Choei-ine,Oryza sativa L.,Japan,0,0,6.1,0,0,0,0
1741308,GSOR 310393,Chokei Wase,Oryza sativa L.,Japan,0,0,5.9,0,0,0,0
1741309,GSOR 310394,Chu Cheng,Oryza sativa L.,China,0,0,6,0,0,0,0
1741310,GSOR 310395,GPNO 16379,Oryza sativa L.,"Pohnpei, Micronesia",0,0,5.8,0,0,0,0
1741311,GSOR 310396,Chacareiro,Oryza sativa L.,Argentina,0,0,6.9,0,0,0,0
1741312,GSOR 310397,Chacareiro Uruguay,Oryza sativa L.,Uruguay,0,0,6.1,0,0,0,0
1741313,GSOR 310398,Du Jung Zyong,Oryza sativa L.,"Korea, South",0,0,5.2,0,0,0,0
1741314,GSOR 310399,Doble Carolina,Oryza sativa L.,Uruguay,0,0,6.1,0,0,0,0
1741315,GSOR 310400,Gun Do,Oryza sativa L.,"Korea, South",0,0,6.4,0,0,0,0
1741316,GSOR 310401,'HIRAYAMA',Oryza sativa L.,"Tôkyô, Japan",0,0,5.1,0,0,0,0
1741317,GSOR 310402,Huk Pi,Oryza sativa L.,Korea,0,0,5.8,0,0,0,0
1741318,GSOR 310403,Kanou,Oryza sativa L.,Brazil,0,0,6.1,0,0,0,0
1741319,GSOR 310404,Ken Yen,Oryza sativa L.,China,0,0,6.3,0,0,0,0
1741320,GSOR 310405,Miga,Oryza sativa L.,Brazil,0,0,6.2,0,0,0,0
1741321,GSOR 310406,No Iku No. 1774,Oryza sativa L.,Taiwan,0,0,5.7,0,0,0,0
1741322,GSOR 310407,No. Ordem Lista 81,Oryza sativa L.,"Rio Grande do Sul, Brazil",0,0,6,0,0,0,0
1741323,GSOR 310408,No. Ordem Lista 85,Oryza sativa L.,"Rio Grande do Sul, Brazil",0,0,6.4,0,0,0,0
1741324,GSOR 310409,Oh Bada No. 133,Oryza sativa L.,Brazil,0,0,7.3,0,0,0,0
1741325,GSOR 310410,'UZ ROSZ 2831',Oryza sativa L.,Uzbekistan,0,0,7.8,0,0,0,0
1741326,GSOR 310411,Iguape Agulha,Oryza sativa L.,"Rio Grande do Sul, Brazil",0,0,7.2,0,0,0,0
1741327,GSOR 310412,Kung Shun,Oryza sativa L.,Taiwan,0,0,7.5,0,0,0,0
1741328,GSOR 310413,'CHIANUNG 242',Oryza sativa L.,Taiwan,0,0,5.8,0,0,0,0
1741329,GSOR 310414,Ai Chueh Li,Oryza sativa L.,Taiwan,0,0,5.8,0,0,0,0
1741330,GSOR 310415,Ai Chueh Ta Pai Ku,Oryza sativa L.,Taiwan,0,0,5.4,0,0,0,0
