ID,ACCESSION,NAME,TAXONOMY,ORIGIN,AMYLOSE,KERNEL LENGTH/WIDTH RATIO,LENGTH OF KERNEL,SALT TOLERANCE,WIDTH OF KERNEL,LEAF BLADE COLOR,PLANT HEIGHT 1
1279877,PI 373416,ARC 7264,Oryza sativa L.,"Meghalaya, India",0,0,0,0.55,0,0,0
1279878,PI 373417,ARC 7266,Oryza sativa L.,"Meghalaya, India",31,2.4,5.4,0,2.3,0,0
1279879,PI 373418,ARC 7271,Oryza sativa L.,"Meghalaya, India",28,0,0,0,0,0,0
1279880,PI 373419,ARC 7291,Oryza sativa L.,"Meghalaya, India",33,2,4.4,0.39,2.2,0,0
1279881,PI 373425,ARC 7325,Oryza sativa L.,"Meghalaya, India",32,2.5,6.2,0,2.5,0,0
1279882,PI 373426,ARC 7326,Oryza sativa L.,"Meghalaya, India",0,2.3,5.8,0.49,2.5,0,0
1279883,PI 373427,ARC 7342,Oryza sativa L.,"Meghalaya, India",0,0,0,0.31,0,0,0
1279884,PI 373428,ARC 7345,Oryza sativa L.,"Meghalaya, India",26,0,0,0,0,0,0
1279885,PI 373429,ARC 10074,Oryza sativa L.,"Meghalaya, India",0,0,0,1.35,0,0,0
1279886,PI 373430,ARC 10086,Oryza sativa L.,"Meghalaya, India",0,0,0,0.31,0,0,0
1279887,PI 373431,ARC 10105,Oryza sativa L.,"Meghalaya, India",0,0,0,0.45,0,0,0
1279888,PI 373432,ARC 10106,Oryza sativa L.,"Meghalaya, India",26,0,0,0,0,0,0
1279889,PI 373433,ARC 10160,Oryza sativa L.,"Meghalaya, India",0,0,0,0.19,0,0,0
1279890,PI 373434,ARC 10174,Oryza sativa L.,"Meghalaya, India",0,0,0,0.42,0,0,0
1279891,PI 373435,ARC 10177,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279892,PI 373436,ARC 10179,Oryza sativa L.,"Meghalaya, India",0,2.2,5.3,0,2.4,0,0
1279893,PI 373437,ARC 10198,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279894,PI 373438,ARC 10207,Oryza sativa L.,"Meghalaya, India",0,2.5,6,0,2.4,0,0
1279895,PI 373439,ARC 10210,Oryza sativa L.,"Meghalaya, India",0,0,0,0.31,0,0,0
1279896,PI 373440,ARC 10211,Oryza sativa L.,"Meghalaya, India",24,3,5.9,0.39,2,0,0
1279897,PI 373441,ARC 10214,Oryza sativa L.,"Meghalaya, India",0,0,0,1.41,0,0,0
1279898,PI 373442,ARC 10218,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279899,PI 373443,ARC 10233,Oryza sativa L.,"Meghalaya, India",27,0,0,0,0,0,0
1279900,PI 373444,ARC 10234,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279901,PI 373446,ARC 10238,Oryza sativa L.,"Meghalaya, India",32,2.4,5.5,0,2.3,0,0
1279902,PI 373447,ARC 10243,Oryza sativa L.,"Meghalaya, India",0,0,0,0.43,0,0,0
1279903,PI 373448,ARC 10250,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279904,PI 373449,ARC 10297,Oryza sativa L.,"Meghalaya, India",0,2.3,5.6,0,2.4,0,0
1279905,PI 373450,ARC 10299,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279906,PI 373451,ARC 10302,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279907,PI 373452,ARC 10303,Oryza sativa L.,"Meghalaya, India",25,2.2,6.1,0.8,2.8,0,0
1279908,PI 373453,ARC 10311,Oryza sativa L.,"Meghalaya, India",0,0,0,0.25,0,0,0
1279909,PI 373454,ARC 10315,Oryza sativa L.,"Meghalaya, India",25,0,0,0,0,0,0
1279910,PI 373455,ARC 10317,Oryza sativa L.,"Meghalaya, India",0,0,0,0.62,0,0,0
1279911,PI 373456,ARC 10320,Oryza sativa L.,"Meghalaya, India",0,0,0,0.28,0,0,0
1279912,PI 373457,ARC 10322,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279913,PI 373459,ARC 10351,Oryza sativa L.,"Meghalaya, India",31,2.4,5.5,0.45,2.3,0,0
1279914,PI 373460,ARC 10353,Oryza sativa L.,"Meghalaya, India",28,0,0,0.19,0,0,0
1279915,PI 373461,ARC 10357,Oryza sativa L.,"Meghalaya, India",0,0,0,0.75,0,0,0
1279916,PI 373462,ARC 10362,Oryza sativa L.,"Meghalaya, India",0,0,0,0.28,0,0,0
1279917,PI 373463,ARC 10378,Oryza sativa L.,"Meghalaya, India",36,2.5,5.6,0.43,2.2,0,0
1279918,PI 373466,ARC 10398,Oryza sativa L.,"Meghalaya, India",27,2.3,5.4,0,2.4,0,0
1279919,PI 373473,ARC 10412,Oryza sativa L.,"Meghalaya, India",0,2.6,5.5,0,2.2,0,0
1279920,PI 373483,ARC 10440,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279922,PI 373498,ARC 10487,Oryza sativa L.,"Meghalaya, India",36,2.4,6.1,0.4,2.6,0,0
1279923,PI 373506,ARC 10507,Oryza sativa L.,"Meghalaya, India",17,2.6,5.9,0,2.3,0,0
1279925,PI 373509,ARC 10513,Oryza sativa L.,"Meghalaya, India",26,0,0,0.35,0,0,0
1279926,PI 373510,ARC 10523,Oryza sativa L.,"Meghalaya, India",28,1.6,3.8,0,2.4,0,0
1279927,PI 373511,ARC 10533,Oryza sativa L.,"Meghalaya, India",35,2.7,5.9,1.33,2.2,0,0
1279928,PI 373512,ARC 10543,Oryza sativa L.,"Meghalaya, India",0,2.9,7.1,0,2.5,0,0
1279930,PI 373516,ARC 10551,Oryza sativa L.,"Meghalaya, India",30,2.6,6.2,0.71,2.4,0,0
1279931,PI 373519,ARC 10576,Oryza sativa L.,"Meghalaya, India",35,2.7,5.8,0,2.1,0,0
1279932,PI 373520,ARC 10578,Oryza sativa L.,"Meghalaya, India",0,2.7,6.6,0.28,2.4,0,0
1279933,PI 373521,ARC 10580,Oryza sativa L.,"Meghalaya, India",34,2.7,6,0,2.3,0,0
1279934,PI 373523,ARC 10583,Oryza sativa L.,"Meghalaya, India",0,2.7,6.3,0,2.4,0,0
1279935,PI 373524,ARC 10586,Oryza sativa L.,"Meghalaya, India",0,2.6,6.1,0.44,2.4,0,0
1279936,PI 373525,ARC 10590,Oryza sativa L.,"Meghalaya, India",32,2.8,5.8,0,2.1,0,0
1279937,PI 373526,ARC 10591,Oryza sativa L.,"Meghalaya, India",0,2.7,6.4,0,2.4,0,0
1279938,PI 373527,ARC 10621,Oryza sativa L.,"Meghalaya, India",35,3,6.9,0,2.3,0,0
1279939,PI 373528,ARC 10622,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279940,PI 373529,ARC 10623,Oryza sativa L.,"Meghalaya, India",0,2.4,6.9,0.23,2.8,0,0
1279941,PI 373531,ARC 10625,Oryza sativa L.,"Meghalaya, India",21,2.1,5.7,0,2.8,0,0
1279942,PI 373533,ARC 10630,Oryza sativa L.,"Meghalaya, India",22,0,0,0,0,0,0
1279943,PI 373534,ARC 10631,Oryza sativa L.,"Meghalaya, India",20,0,0,0,0,0,0
1279944,PI 373536,ARC 10633,Oryza sativa L.,"Meghalaya, India",18,2.5,5.9,0,2.3,0,0
1279945,PI 373537,ARC 10638,Oryza sativa L.,"Meghalaya, India",0,0,0,0.49,0,0,0
1279946,PI 373538,ARC 10639,Oryza sativa L.,"Meghalaya, India",34,2.7,6.1,0,2.3,0,0
1279947,PI 373541,ARC 10657,Oryza sativa L.,"Meghalaya, India",32,2.5,5.2,1.09,2.1,0,0
1279948,PI 373543,ARC 10674,Oryza sativa L.,"Meghalaya, India",0,2.3,5.2,0.51,2.2,0,0
1279949,PI 373545,ARC 10678,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279950,PI 373546,ARC 10685,Oryza sativa L.,"Meghalaya, India",24,2.5,5.7,0,2.3,0,0
1279951,PI 373547,ARC 10686,Oryza sativa L.,"Meghalaya, India",0,0,0,0.55,0,0,0
1279952,PI 373548,ARC 10687,Oryza sativa L.,"Meghalaya, India",33,3,6.8,0.52,2.2,0,0
1279953,PI 373549,ARC 10688,Oryza sativa L.,"Meghalaya, India",24,2.5,5.7,0.47,2.2,0,0
1279954,PI 373551,ARC 10693,Oryza sativa L.,"Meghalaya, India",34,2.2,5.3,0.35,2.5,0,0
1279955,PI 373552,ARC 10696,Oryza sativa L.,"Meghalaya, India",34,2.6,6.2,0,2.4,0,0
1279956,PI 373553,ARC 10702,Oryza sativa L.,"Meghalaya, India",0,2.1,5.8,0,2.7,0,0
1279957,PI 373554,ARC 10716,Oryza sativa L.,"Meghalaya, India",0,3.1,7,0,2.2,0,0
1279958,PI 373555,ARC 10718,Oryza sativa L.,"Meghalaya, India",0,0,0,0.34,0,0,0
1279959,PI 373556,ARC 10723,Oryza sativa L.,"Meghalaya, India",0,3,6.8,0.48,2.2,0,0
1279960,PI 373557,ARC 10729,Oryza sativa L.,"Meghalaya, India",0,3,6.8,0,2.3,0,0
1279961,PI 373559,ARC 10738,Oryza sativa L.,"Meghalaya, India",0,3.1,6.7,0.83,2.2,0,0
1279962,PI 373560,ARC 10740,Oryza sativa L.,"Meghalaya, India",36,3.1,6.8,0.45,2.2,0,0
1279963,PI 373561,ARC 10741,Oryza sativa L.,"Meghalaya, India",0,2.9,6.4,0,2.2,0,0
1279964,PI 373562,ARC 10742,Oryza sativa L.,"Meghalaya, India",0,3.2,7.1,0,2.2,0,0
1279965,PI 373563,ARC 10743,Oryza sativa L.,"Meghalaya, India",0,3.1,6.5,0,2.1,0,0
1279966,PI 373564,ARC 10744,Oryza sativa L.,"Meghalaya, India",0,3.2,6.8,0.39,2.1,0,0
1279967,PI 373565,ARC 10746,Oryza sativa L.,"Meghalaya, India",0,3.1,7,0.35,2.2,0,0
1279968,PI 373566,ARC 10747,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279969,PI 373567,ARC 10750,Oryza sativa L.,"Meghalaya, India",35,2.9,7.1,0,2.4,0,0
1279970,PI 373568,ARC 10753,Oryza sativa L.,"Meghalaya, India",0,2.6,6.2,0.48,2.4,0,0
1279971,PI 373569,ARC 10754,Oryza sativa L.,"Meghalaya, India",34,3.1,6.9,0,2.2,0,0
1279972,PI 373570,ARC 10757,Oryza sativa L.,"Meghalaya, India",0,2.9,6.9,0.38,2.3,0,0
1279973,PI 373571,ARC 10758,Oryza sativa L.,"Meghalaya, India",34,2.9,7,0,2.4,0,0
1279974,PI 373572,ARC 10759,Oryza sativa L.,"Meghalaya, India",34,2.9,6.8,0.43,2.4,0,0
1279975,PI 373573,ARC 10761,Oryza sativa L.,"Meghalaya, India",35,2.6,6.6,1.78,2.5,0,0
1279976,PI 373574,ARC 10762,Oryza sativa L.,"Meghalaya, India",0,2.6,6.1,0,2.3,0,0
1279977,PI 373575,ARC 10763,Oryza sativa L.,"Meghalaya, India",0,2.7,6.1,0,2.3,0,0
1279978,PI 373576,ARC 10764,Oryza sativa L.,"Meghalaya, India",36,2.7,6.2,0,2.3,0,0
1279979,PI 373577,ARC 10765,Oryza sativa L.,"Meghalaya, India",35,2.4,6,0.48,2.5,0,0
1279980,PI 373578,ARC 10766,Oryza sativa L.,"Meghalaya, India",0,2.9,6.9,1.33,2.4,0,0
1279981,PI 373579,ARC 10767,Oryza sativa L.,"Meghalaya, India",36,2.5,6.2,0,2.5,0,0
1279982,PI 373580,ARC 10768,Oryza sativa L.,"Meghalaya, India",0,2.8,6.5,0.48,2.4,0,0
1279983,PI 373581,ARC 10769,Oryza sativa L.,"Meghalaya, India",31,2.5,6.2,0,2.5,0,0
1279984,PI 373582,ARC 10770,Oryza sativa L.,"Meghalaya, India",35,2.8,5.9,0.53,2.1,0,0
1279985,PI 373583,ARC 10771,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279986,PI 373584,ARC 10772,Oryza sativa L.,"Meghalaya, India",0,0,0,0.66,0,0,0
1279987,PI 373585,ARC 10774,Oryza sativa L.,"Meghalaya, India",0,3,7.1,0,2.4,0,0
1279988,PI 373586,ARC 10775,Oryza sativa L.,"Meghalaya, India",0,2.7,6.1,0,2.3,0,0
1279989,PI 373587,ARC 10777,Oryza sativa L.,"Meghalaya, India",0,2.7,6.4,0,2.4,0,0
1279990,PI 373588,ARC 10785,Oryza sativa L.,"Meghalaya, India",0,0,0,0.47,0,0,0
1279991,PI 373589,ARC 10786,Oryza sativa L.,"Meghalaya, India",23,3.1,6.3,0.51,2,0,0
1279992,PI 373591,ARC 10792,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279993,PI 373593,ARC 10795,Oryza sativa L.,"Meghalaya, India",0,2.9,6.8,0.53,2.3,0,0
1279994,PI 373594,ARC 10798,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279995,PI 373595,ARC 10799,Oryza sativa L.,"Meghalaya, India",0,2.6,6.3,0,2.4,0,0
1279996,PI 373596,ARC 10801,Oryza sativa L.,"Meghalaya, India",0,0,0,0.47,0,0,0
1279997,PI 373597,ARC 10802,Oryza sativa L.,"Meghalaya, India",0,2.6,6.4,0,2.5,0,0
1279998,PI 373599,ARC 10805,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1279999,PI 373600,ARC 10807,Oryza sativa L.,"Meghalaya, India",35,2.6,6.3,1.8,2.4,0,0
1280000,PI 373601,ARC 10809,Oryza sativa L.,"Meghalaya, India",0,2.7,6.4,0,2.4,0,0
1280001,PI 373602,ARC 10810,Oryza sativa L.,"Meghalaya, India",0,2.8,6.2,0,2.2,0,0
1280002,PI 373603,ARC 10816,Oryza sativa L.,"Meghalaya, India",34,3,6.9,0.65,2.3,0,0
1280003,PI 373604,ARC 10820,Oryza sativa L.,"Meghalaya, India",28,2.6,5.8,0,2.2,0,0
1280004,PI 373605,ARC 10824,Oryza sativa L.,"Meghalaya, India",0,0,0,0.35,0,0,0
1280005,PI 373606,ARC 10826,Oryza sativa L.,"Meghalaya, India",29,3,6.2,0,2.1,0,0
1280008,PI 373611,ARC 10843,Oryza sativa L.,"Meghalaya, India",32,2.5,5.8,0,2.3,0,0
1280009,PI 373612,ARC 10865,Oryza sativa L.,"Meghalaya, India",0,2.9,6.4,1,2.2,0,0
1280010,PI 373614,ARC 10874,Oryza sativa L.,"Meghalaya, India",0,0,0,0,0,0,0
1280011,PI 373615,ARC 10877,Oryza sativa L.,"Meghalaya, India",0,3,6.5,0.38,2.2,0,0
1280012,PI 373617,ARC 10886,Oryza sativa L.,"Meghalaya, India",35,2.9,6.7,0.83,2.3,0,0
1280013,PI 373618,ARC 10888,Oryza sativa L.,"Meghalaya, India",0,2.9,6.6,0,2.2,0,0
1280014,PI 373619,ARC 10889,Oryza sativa L.,"Meghalaya, India",34,2.9,6.8,0,2.4,0,0
1280015,PI 373620,ARC 10901,Oryza sativa L.,"Meghalaya, India",28,3.3,6.6,0,2,0,0
1280016,PI 373621,ARC 10903,Oryza sativa L.,"Meghalaya, India",0,3.1,7,0.49,2.3,0,0
1280018,PI 373623,ARC 10906,Oryza sativa L.,"Meghalaya, India",0,3,7,1.52,2.3,0,0
1280019,PI 373624,ARC 10907,Oryza sativa L.,"Meghalaya, India",0,3.1,6.9,0.19,2.3,0,0
1280020,PI 373626,ARC 10916,Oryza sativa L.,"Meghalaya, India",33,2.7,6.5,0,2.4,0,0
1280021,PI 373627,ARC 10925,Oryza sativa L.,"Meghalaya, India",0,0,0,0.8,0,0,0
1280022,PI 373630,ARC 10949,Oryza sativa L.,"Assam, India",0,2.4,5.3,0,2.2,0,0
1280023,PI 373631,ARC 10952,Oryza sativa L.,"Assam, India",0,2.4,5.6,0,2.4,0,0
1280024,PI 373634,ARC 10958,Oryza sativa L.,"Assam, India",35,2.4,5.6,0,2.3,0,0
1280025,PI 373635,ARC 10960,Oryza sativa L.,"Assam, India",0,2.4,5.9,0.75,2.4,0,0
1280026,PI 373637,ARC 11000,Oryza sativa L.,"Assam, India",0,2.9,6.7,0.59,2.3,0,0
1280027,PI 373638,ARC 11058,Oryza sativa L.,"Assam, India",26,0,0,0,0,0,0
1280028,PI 373639,ARC 11063,Oryza sativa L.,"Assam, India",0,2.9,6.7,0,2.3,0,0
1280029,PI 373642,ARC 11079,Oryza sativa L.,"Assam, India",0,0,0,0.45,0,0,0
1280030,PI 373644,ARC 11098,Oryza sativa L.,"Assam, India",0,2.6,5.5,0.31,2.1,0,0
1280031,PI 373648,'Asuwa',Oryza sativa L.,"Hukui, Japan",0,2.1,5.6,0.94,2.7,0,0
1280032,PI 373673,'Tsukimi Mochi',Oryza sativa L.,"Saitama, Japan",21,0,0,1.36,0,0,0
1280033,PI 373676,'Aki-Bare',Oryza sativa L.,"Aiti, Japan",27,3.6,7.3,0,2.1,DARK GREEN,0
1280034,PI 373678,'Hatsu Honami',Oryza sativa L.,"Aiti, Japan",0,0,0,0.69,0,LIGHT GREEN,0
1280035,PI 373681,'Tachikara',Oryza sativa L.,"Hirosima, Japan",20,1.7,5,0.67,3,0,0
1280036,PI 373683,'Hayatomo',Oryza sativa L.,"Kyushu, Japan",0,2,5.5,0.31,2.7,0,0
1280037,PI 373684,'Kin Maze',Oryza sativa L.,"Aiti, Japan",0,2,5.4,0,2.8,0,0
1280038,PI 373685,'Oyodo',Oryza sativa L.,"Kyushu, Japan",20,1.8,5.5,0.23,3,0,0
1280039,PI 373687,Colina,Oryza sativa L.,Spain,0,0,0,0.25,0,0,0
1280040,PI 373688,409587,Oryza sativa L.,Spain,0,0,0,0.21,0,0,0
1280041,PI 373689,Girona 4,Oryza sativa L.,Spain,25,3,6.4,0,2.1,0,0
1280042,PI 373691,Co 34,Oryza sativa L.,"Odisha, India",27,2,5,0,2.5,0,0
1280043,PI 373692,'Jamuna',Oryza sativa L.,India,0,0,0,0.86,0,0,0
1280044,PI 373693,'Sabarmati',Oryza sativa L.,India,25,2.8,5.5,0,2,0,0
1280046,PI 373701,Lai Sod,Oryza sativa L.,"Bokèo, Laos",17,0,0,0,0,0,0
1280047,PI 373702,Khao Khai,Oryza sativa L.,"Bokèo, Laos",0,2.4,5.7,0,2.4,0,0
1280048,PI 373703,Deng Mak Tek,Oryza sativa L.,"Bokèo, Laos",0,0,0,0.76,0,0,0
1280050,PI 373716,Med Noi,Oryza sativa L.,"Champasak, Laos",0,3,6.1,0.26,2.1,LIGHT GREEN; DARK GREEN,0
1280051,PI 373723,Khao Mon,Oryza sativa L.,"Salavan, Laos",0,2.4,6,0,2.5,0,0
1280052,PI 373742,Ea Kom,Oryza sativa L.,"Khammouan, Laos",0,2.6,7.2,0,2.7,0,0
1280053,PI 373746,Chao Khao,Oryza sativa L.,"Salavan, Laos",0,0,0,0,0,GREEN,0
1280054,PI 373761,JP 5,Oryza sativa L.,Pakistan,18,1.8,5.5,0,3,0,0
1280055,PI 373763,'Fathepur 4',Oryza sativa L.,Pakistan,0,0,0,0,0,0,0
1280056,PI 373764,Bakukut,Oryza sativa L.,Malaysia,0,0,0,0.43,0,0,0
1280057,PI 373768,Kandioya,Oryza sativa L.,Malaysia,0,2.4,6.2,0,2.6,0,0
1280058,PI 373771,C 8429,Oryza sativa L.,Papua New Guinea,0,2.1,6.4,1.56,3,0,0
1280059,PI 373772,C 8432,Oryza sativa L.,Papua New Guinea,0,2.6,6.4,0,2.5,0,0
1280060,PI 373774,C 8435,Oryza sativa L.,Papua New Guinea,26,2.6,6.5,0.3,2.5,0,0
1280061,PI 373775,C 8438,Oryza sativa L.,"Papua, Indonesia",22,0,0,1.11,0,0,0
1280062,PI 373777,C 8447,Oryza sativa L.,"Papua, Indonesia",0,0,0,0.28,0,0,0
1280063,PI 373779,Tia Heret,Oryza sativa L.,"Nusa Tenggara, Indonesia",0,3.9,8,0.53,2,0,0
1280064,PI 373781,Tia Bura,Oryza sativa L.,"Nusa Tenggara, Indonesia",0,3.8,7.4,1.6,1.9,0,0
1280065,PI 373784,Tukan Tuna,Oryza sativa L.,"Nusa Tenggara, Indonesia",26,2.9,7.3,0,2.5,0,0
1280066,PI 373786,Mitak,Oryza sativa L.,"Nusa Tenggara, Indonesia",0,0,0,0,0,0,0
1280067,PI 373788,Mentik Penjon,Oryza sativa L.,"Jawa, Indonesia",25,0,0,0.75,0,0,0
1280068,PI 373789,Sagi,Oryza sativa L.,"Jawa, Indonesia",0,3,7.2,0.55,2.4,0,0
1280069,PI 373790,R.S.,Oryza sativa L.,"Jawa, Indonesia",0,3,7.3,0.62,2.4,0,0
1280070,PI 373791,Gundul,Oryza sativa L.,"Jawa, Indonesia",0,0,0,0.49,0,0,0
1280071,PI 373793,'RD 2',Oryza sativa L.,Thailand,0,2.5,7,0.17,2.8,DARK GREEN,0
1280072,PI 373794,CR 52-3,Oryza sativa L.,India,0,0,0,1.35,0,0,0
1280073,PI 373795,Warrangal Culture 1252,Oryza sativa L.,India,0,0,0,0.39,0,0,0
1280075,PI 373799,Padi Bangka,Oryza sativa L.,Malaysia,23,0,0,0,0,0,0
1280076,PI 373800,B35/1,Oryza sativa L.,"Yangon, Myanmar",26,2.6,6.8,0,2.6,0,0
1280077,PI 373801,Goh Chi Sai,Oryza sativa L.,Malaysia,27,2.4,6,0.43,2.5,0,0
1280078,PI 373803,Padi Gabukon,Oryza sativa L.,"Sabah, Malaysia",0,0,0,0,0,0,0
1280079,PI 373810,Padi Lampuyong,Oryza sativa L.,Malaysia,0,3.1,7,0,2.3,0,0
1280080,PI 373811,Padi Lantong,Oryza sativa L.,Malaysia,0,2.5,5.7,0.8,2.3,0,0
1280081,PI 373813,Padi Pagalong,Oryza sativa L.,Malaysia,0,2.7,7.2,0,2.7,0,0
1280082,PI 373816,Padi Pohon Batu,Oryza sativa L.,Malaysia,0,0,0,0.25,0,0,0
1280083,PI 373817,Padi Seledon,Oryza sativa L.,Malaysia,0,2.8,7.1,0,2.6,0,0
1280084,PI 373819,Padi Thinop,Oryza sativa L.,Malaysia,0,0,0,0,0,0,0
1280085,PI 373820,Padi Tarab Arab,Oryza sativa L.,Malaysia,24,3.1,7.1,0.28,2.3,0,0
1280086,PI 373821,Padi Taun,Oryza sativa L.,Malaysia,0,2.9,7.3,0.33,2.5,0,0
1280087,PI 373832,Padi Amur,Oryza sativa L.,Malaysia,0,0,0,0.2,0,0,0
1280088,PI 373839,Padi Kandinga,Oryza sativa L.,Malaysia,0,0,0,0.94,0,0,0
1280089,PI 373849,Padi Indalakan,Oryza sativa L.,Malaysia,21,2.7,6.6,0,2.4,0,0
1280090,PI 373863,Padi Bubulangking,Oryza sativa L.,Malaysia,0,0,0,0.8,0,0,0
1280092,PI 373865,IARI 5804,Oryza sativa L.,"Assam, India",24,0,0,0,0,0,0
1280093,PI 373866,IARI 5823,Oryza sativa L.,"Assam, India",27,0,0,3.2,0,0,0
1280094,PI 373867,IARI 5824,Oryza sativa L.,"Assam, India",26,0,0,0,0,0,0
1280095,PI 373868,IARI 5829,Oryza sativa L.,"Assam, India",26,3.5,7.4,0.27,2.1,0,0
1280096,PI 373870,IARI 10560,Oryza sativa L.,"Assam, India",0,0,0,1.05,0,0,0
1280097,PI 373871,IARI 5918,Oryza sativa L.,"Assam, India",0,0,0,0,0,0,0
1280098,PI 373872,IARI 5995,Oryza sativa L.,"Assam, India",0,2.3,5.5,0,2.4,0,0
1280099,PI 373875,IARI 7310,Oryza sativa L.,"Assam, India",27,0,0,0.89,0,0,0
1280100,PI 373878,IR 9-46-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,0,0,0.83,0,0,0
1280101,PI 373879,IR 9-60-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,0,0,0,0,0,0
1280102,PI 373880,IR 61-7-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",0,0,0,0.31,0,0,0
1280103,PI 373881,'Sinaloa A68',Oryza sativa L.,"Sinaloa, Mexico",21,0,0,0.37,0,0,0
1280104,PI 373882,IR 532-E68,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,3.2,6.6,1.14,2.1,0,0
1280105,PI 373883,IR 532-E86,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,2.8,6.4,0.39,2.3,0,0
1280106,PI 373885,IR 532-E117,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",0,0,0,0.27,0,0,0
1280107,PI 373886,IR 532-E230,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,0,0,0.74,0,0,0
1280108,PI 373887,IR 532-E369,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,0,0,0.33,0,0,0
1280109,PI 373888,IR 532-E527,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",0,0,0,0.43,0,0,0
1280110,PI 373889,'IR 20',Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",22,3,6.7,0.49,2.2,0,0
1280111,PI 373890,IR 580-E420-1-1-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",25,0,0,0.5,0,0,0
1280112,PI 373891,IR 580-E420-5-13-1-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",0,0,0,0,0,0,0
1280113,PI 373892,IR 580-E420-1-1020-3-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",0,0,0,0.65,0,0,0
1280114,PI 373893,IR 532-1-176,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",28,0,0,0.89,0,0,0
1280115,PI 373894,IR 532-1-218-1,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,0,0,0.47,0,0,0
1280116,PI 373895,IR 579-48-2-1-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,0,0,0.36,0,0,0
1280117,PI 373896,Sesilla,Oryza sativa L.,Bulgaria,0,0,0,0.39,0,0,0
1280118,PI 373898,Uspeh,Oryza sativa L.,Bulgaria,0,0,0,0.3,0,0,0
1280119,PI 373899,Coppocina,Oryza sativa L.,Bulgaria,0,0,0,0.19,0,GREEN; DARK GREEN,0
1280120,PI 373900,Besudi Long-Grain,Oryza sativa L.,"Nangarhār, Afghanistan",22,4,8,0,2,0,0
1280121,PI 373901,Besudi Short-Grain,Oryza sativa L.,"Nangarhār, Afghanistan",17,0,0,0.31,0,0,0
1280122,PI 373902,Lawangin,Oryza sativa L.,"Kunduz, Afghanistan",28,3.3,6.5,0,2,0,0
1280123,PI 373904,Barah,Oryza sativa L.,"Kunduz, Afghanistan",22,0,0,0,0,0,0
1280124,PI 373905,Shirkati,Oryza sativa L.,"Kunduz, Afghanistan",28,3.5,7,0.22,2,0,0
1280143,PI 373938,Dehraduni,Oryza sativa L.,"Kunduz, Afghanistan",22,0,0,0,0,0,0
1280144,PI 373939,Gazan,Oryza sativa L.,"Kunduz, Afghanistan",22,1.8,5.5,0,3,0,0
1280145,PI 373940,Lawangeen,Oryza sativa L.,"Kunduz, Afghanistan",0,3.4,7.2,0.22,2.1,0,0
1280146,PI 373941,Maien Garm,Oryza sativa L.,"Kunduz, Afghanistan",21,0,0,0.38,0,0,0
1280147,PI 373942,Qumanani,Oryza sativa L.,"Kunduz, Afghanistan",22,0,0,0.23,0,0,0
1280148,PI 373943,Shinali,Oryza sativa L.,"Kunduz, Afghanistan",0,0,0,0,0,0,0
1280721,PI 374696,IR 810-2-3-2-1-2,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",26,0,0,0.35,0,0,0
1280722,PI 374697,IR 1541-102-3,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",27,0,0,1,0,0,0
1280723,PI 374698,IR 1541-102-6,Oryza sativa L.,"Calabarzon (Region IV-A), Philippines",0,0,0,0.24,0,0,0
1280724,PI 374701,Sipatan,Oryza sativa L.,Philippines,20,2.3,7,1.42,3,0,0
